Status,Progress,Duration (in seconds),Finished,ResponseId,DistributionChannel,UserLanguage,Q45,Q1,Q16,Q16_19_TEXT,Q2,Q2_16_TEXT,Q3,Q3_13_TEXT,Q6,Q7,Q7_6_TEXT,Q8,Q9,Q9_2_TEXT,Q10,Q11,Q11_6_TEXT,Q12,Q12_1_TEXT,Q12_3_TEXT,Q13,Q13_5_TEXT,Q14,Q15,Q17,Q17_9_TEXT,Q18,Q18_8_TEXT,Q19,Q20,Q20_7_TEXT,Q21,Q21_12_TEXT,Q22,Q23,Q23_10_TEXT,Q48,Q43,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_8_TEXT,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_8_TEXT,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_8_TEXT,Q32,Q33,Q34,Q35,Q42,Q36,Q37,Q38,Q39,Q40,Q41
IP Address,100,552,TRUE,R_3NQI9gPjROlpnK2,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"paleoanthropology,physical (biological) anthropology,skeletal biology",NA,full professor (tenured),NA,yes,racial identity,NA,yes,yes,NA,Yes,Improved my teaching/outreach through data resources made accessible to me,NA,author sent me data directly,NA,NA,NA,NA,yes,NA,required to by journals in which I publish my research,NA,NA,NA,yes,People mis-used and/or mis-represented my data,NA,NA,NA,yes,"Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum, descendant population)",NA,NA,NA,not sure / depends,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,little obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree
IP Address,100,838,TRUE,R_UmcfjScUFOMBBBf,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"evolutionary biology,evolutionary development,functional anatomy/biomechanics,paleoanthropology,paleontology,physical (biological) anthropology,primate behavior and ecology,skeletal biology",NA,postdoctoral fellow,NA,no,NA,NA,yes,yes,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection),I was able to design and execute all or part of a thesis with shared data",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",MorphoSource,NA,NA,NA,yes,MorphoSource,"satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,I was invited to collaborate on a paper using data I shared,NA,no,NA,NA,NA,NA,yes,"Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum, descendant population)",NA,NA,NA,not sure / depends,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,LIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences little benefit,experiences strong benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,NA,NA,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,strongly disagree,Strongly agree,Strongly agree,Strongly agree
IP Address,100,246,TRUE,R_3plonby15Vs0Lwh,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,Paleoanthropology Society",NA,"archaeology,paleoanthropology,paleontology",NA,full time lecturer/instructor,NA,no,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise",NA,author sent me data directly,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,"There is not a culture of data archiving/sharing in my field (it is not required or expected),I am not aware of any repositories capable of storing my data in a useful way.,I am not aware of any repositories that allow my data to be archived with the appropriate restrictions/embargos on access. (write in the restrictions/embargos of known repositories),Too expensive to pay repository fees",NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences strong benefit,experiences strong benefit,experiences little benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,NA,NA,little obligation,little obligation,strong obligation,strong obligation,little obligation,strong obligation,little obligation,NA,NA,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
IP Address,100,650,TRUE,R_27s9cyWeuowtqYz,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,American Anthropological Association,ESHE--European Society for the study of Human Evolution,EVAN--  European Virtual Anthropology Network Society,Jim Rohlf's Stony Brook pages,Morphmet (listserv),Paleoanthropology Society,Society of Vertebrate Paleontology,other (write in)",NYCEP,paleoanthropology,NA,full professor (tenured),NA,no,NA,NA,yes,yes,NA,Yes,Improved an ongoing study through data resources made accessible to me,NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly","MorphoSource, PRIMO",NA,NA,NA,yes,"MorphoSource, PRIMO","satisfy my own personal/professional standards,I wanted to benefit others by sharing my data",NA,other (write in),personal satisfaction,no,NA,NA,NA,NA,no,NA,NA,NA,"My own data sharing (silo) system has excellent search capability which is not replicated in public sites I have examined, so functionality would be lost if I migrated data in Excel files, for example. Yet eventually my system will no longer be supported. I am sure others are in similar situations. How to resolve this?",yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strong obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,"""Little"" obligation is not as clear as ""lesser""; early career, for example, have less obligation than others, but not ""little""...",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree
IP Address,100,366,TRUE,R_2tKbC5K6vn5tZHS,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"bioarchaeology,paleoanthropology",NA,associate professor (tenured),NA,yes,"sex,socioeconomic,other (write in)",first generation college student,yes,yes,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me",NA,online repository (please write in names of repositories you have downloaded data from),NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,"I have not yet completed a research project or scientific manuscript to the point of having to plan for data archiving or sharing yet,There is not a culture of data archiving/sharing in my field (it is not required or expected)",NA,NA,NA,NA,NA,Knowing what data repositories are the best/easiest to use.,no,UNLIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,little obligation,strong obligation,strongeset obligation,strongeset obligation,little obligation,strongeset obligation,little obligation,NA,NA,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree
IP Address,100,1339,TRUE,R_3GkUwnU0tHm2JPy,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"evolutionary biology,functional anatomy/biomechanics,genetics/genomics,paleoanthropology,physical (biological) anthropology,skeletal biology",NA,full professor (tenured),NA,no,NA,NA,no,NA,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",TNT (the Neandertal Tools; http://anthropologicaldata.free.fr,NA,NA,NA,yes,http://anthropologicaldata.free.fr,"satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,other (write in),"none  in particular, most collegues do not share data",no,NA,NA,NA,NA,no,NA,NA,"without data sharing there is no progress, and paleoanthropology often reflects this","it must become a universal expectation, otherwise we are not doing science",yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,NA,NA,strong obligation,strong obligation,strong obligation,strong obligation,strong obligation,strong obligation,strong obligation,strong obligation,NA,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,strongly disagree,Neither agree nor disagree,strongly disagree,Strongly agree,Strongly agree,Strongly agree
IP Address,100,1660,TRUE,R_27vuu2R0DRVBZ7O,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"paleoanthropology,physical (biological) anthropology,skeletal biology,other (write in)",anatomy,assistant professor,NA,no,NA,NA,yes,yes,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me,I was able to design and execute all or part of a thesis with shared data",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly,other (write in)",morphosource,online data supplements from journal articles,NA,NA,yes,morphosource,"required to by a foundation supporting my research (e.g., NSF),I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,"I was invited to collaborate on a paper using data I shared,My paper was cited specifically for the shared data it included,I was able to report more publications using my data to the grant sponsor who funded the data collection than if I hadnt shared my data,I was able to provide evidence of my past data sharing in a new grant proposal,The data were used for outreach and education and I was able to report that as impact of my data,An independent researcher was able to confirm and build upon results of my study because I shared the data.",NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences the strongest benefit,underfunded programs/researchers,strong obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,strongly disagree,Strongly agree,Somewhat agree,Strongly agree
IP Address,100,631,TRUE,R_3P790aCJMIpkdiq,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"paleoanthropology,physical (biological) anthropology,primate behavior and ecology,skeletal biology",NA,full professor (tenured),NA,no,NA,NA,yes,yes,NA,No,NA,NA,NA,NA,NA,e. Other (write in),I just haven't sought out other data before.,yes,MorphoSource,"required to by journals in which I publish my research,I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I wanted to benefit others by sharing my data",NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,"My own limited fluency in data types, internet protocols, and other technology issues limited my own ability to share and enjoy the sharing of others.",yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences the strongest benefit,experiences little benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,NA,NA,little obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,strongly disagree,strongly disagree,strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
IP Address,100,496,TRUE,R_CgA36RXbDYsrYk1,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"evolutionary biology,functional anatomy/biomechanics,paleoanthropology,physical (biological) anthropology",NA,graduate student,NA,NA,NA,NA,I don't know,NA,NA,Yes,"I was able to design and execute a study that would not have been possible otherwise,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,online repository (please write in names of repositories you have downloaded data from),Dryad,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,I have not yet completed a research project or scientific manuscript to the point of having to plan for data archiving or sharing yet,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,NA,NA,strong obligation,strong obligation,strong obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,NA,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
IP Address,100,666,TRUE,R_8eq76f6TKzInzlD,anonymous,EN,NA,Agree,American Association of Physical Anthropologists,NA,"genetics/genomics,paleoanthropology",NA,full professor (tenured),NA,no,NA,NA,no,NA,NA,Yes,"Improved my teaching/outreach through data resources made accessible to me,Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",NA,NA,NA,NA,yes,NA,"satisfy my own personal/professional standards,I wanted to benefit others by sharing my data",NA,NA,NA,yes,"My research was scooped,My student’s research was scooped,People mis-used and/or mis-represented my data,Another stakeholder became angry with me,People criticized me for perceived errors,People used the data without acknowledging/citing me or other sources",NA,NA,NA,yes,"Not relevant to verifying the study’s conclusion.,Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum, descendant population)",NA,NA,NA,no,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,NA,NA,experiences little benefit,experiences little benefit,experiences little benefit,experiences little benefit,experiences little benefit,experiences little benefit,experiences little benefit,NA,NA,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,NA,NA,strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,strongly disagree,strongly disagree,Neither agree nor disagree,strongly disagree,Neither agree nor disagree
IP Address,100,873,TRUE,R_daT0CzQlmgb2Wkh,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,ESHE--European Society for the study of Human Evolution,EVAN--  European Virtual Anthropology Network Society,Paleoanthropology Society",NA,"bioarchaeology,evolutionary biology,paleoanthropology",NA,associate professor (tenured),NA,NA,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,author sent me data directly,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,other (write in),the data that I collect are owned by museums and I am not allowed to share them,NA,NA,NA,NA,NA,no,LIKELY to benefit,NA,UNLIKELY to benefit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,strongeset obligation,NA,NA,NA,NA,NA,NA,NA,NA,strongly disagree,strongly disagree,strongly disagree,strongly disagree,Strongly disagree,Strongly agree,NA,Strongly agree,strongly disagree,NA,Somewhat disagree
IP Address,100,1313,TRUE,R_bDUvDWwUYmG2upr,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,ESHE--European Society for the study of Human Evolution",NA,"archaeology,bioarchaeology,paleoanthropology,physical (biological) anthropology",NA,graduate student,NA,no,NA,NA,yes,yes,NA,Yes,Improved an ongoing study through data resources made accessible to me,NA,author sent me data directly,NA,NA,NA,NA,yes,Zenodo; Online Supplements of a publication in a journal,"I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,I was invited to collaborate on a paper using data I shared,NA,no,NA,NA,NA,NA,yes,"Other stakeholders did not allow me to archive/share data (e.g., collaborator, advisor, museum, descendant population)",NA,NA,collaborators and advisors who consider data sharing as self-evident,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,strongeset obligation,NA,NA,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree
IP Address,100,830,TRUE,R_r6lafJvoVRyY8Pn,anonymous,EN,NA,Agree,American Association of Physical Anthropologists,NA,paleoanthropology,NA,associate professor (tenured),NA,no,NA,NA,I don't know,NA,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,online repository (please write in names of repositories you have downloaded data from),NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,"I am not aware of any repositories capable of storing my data in a useful way.,Not relevant to verifying the study’s conclusion,I could have been scooped on current or planned future research if I did",NA,NA,NA,NA,NA,NA,not sure / depends,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,UNLIKELY to benefit,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,little obligation,little obligation,little obligation,little obligation,little obligation,little obligation,little obligation,little obligation,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
IP Address,100,3919,TRUE,R_3rGjGjnLGu6Zs6D,anonymous,EN,NA,Agree,American Association of Physical Anthropologists,NA,"bioarchaeology,evolutionary biology,functional anatomy/biomechanics,paleoanthropology,physical (biological) anthropology,skeletal biology",NA,assistant professor,NA,no,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",NA,NA,NA,NA,yes,"morphosource, figshare","I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,"My paper was cited specifically for the shared data it included,The data were used for outreach and education and I was able to report that as impact of my data",NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,experiences the strongest benefit,NA,NA,strong obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
IP Address,100,332,TRUE,R_1pzmiZz8psYj9Uf,anonymous,EN,proceed,Agree,"American Association of Physical Anthropologists,ESHE--European Society for the study of Human Evolution,Paleoanthropology Society,Society for Integrative & Comparative Biology,Society of Vertebrate Paleontology",NA,"functional anatomy/biomechanics,paleoanthropology,physical (biological) anthropology",NA,assistant professor,NA,no,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,"online repository (please write in names of repositories you have downloaded data from),author sent me data directly",morphosource,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,"I am not aware of any repositories that allow my data to be archived with the appropriate restrictions/embargos on access. (write in the restrictions/embargos of known repositories),Too time consuming,I could have been scooped on current or planned future research if I did",NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strong obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
IP Address,100,475,TRUE,R_25GD9geCVd9edyw,anonymous,EN,NA,Agree,"ESHE--European Society for the study of Human Evolution,Paleoanthropology Society",NA,paleoanthropology,NA,full professor (tenured),NA,no,NA,NA,I don't know,NA,NA,Yes,Improved an ongoing study through data resources made accessible to me,NA,author sent me data directly,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,"There is not a culture of data archiving/sharing in my field (it is not required or expected),I am not aware of any repositories capable of storing my data in a useful way.,Too time consuming,I could have been scooped on current or planned future research if I did",NA,NA,NA,NA,NA,NA,not sure / depends,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,LIKELY to benefit,UNLIKELY to benefit,LIKELY to benefit,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences little benefit,experiences the strongest benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,little obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,little obligation,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
IP Address,100,362,TRUE,R_2c72fwdGOpSZpGp,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,"evolutionary biology,evolutionary development,paleoanthropology,skeletal biology",NA,associate professor (tenured),NA,no,NA,NA,yes,yes,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,"author sent me data directly,other (write in)",NA,supplementary online files from papers,NA,NA,yes,"dryad, supplementary files","required to by journals in which I publish my research,satisfy my own personal/professional standards",NA,I was able to provide evidence of my past data sharing in a new grant proposal,NA,no,NA,NA,NA,NA,no,NA,NA,others' day made key figures possible in my own work. Just paying it forward now by usually uploading my data,"online repositories can sometimes be tedious to upload. When small files, I prefer directly as supplementary info",yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,NA,NA,little obligation,little obligation,strong obligation,strongeset obligation,little obligation,strongeset obligation,little obligation,NA,NA,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
IP Address,100,304,TRUE,R_1IaxcGkD2XdiIP3,anonymous,EN,NA,Agree,American Association of Physical Anthropologists,NA,"evolutionary biology,evolutionary development,paleoanthropology,physical (biological) anthropology,skeletal biology",NA,associate professor (tenured),NA,no,NA,NA,I don't know,NA,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection)",NA,online repository (please write in names of repositories you have downloaded data from),NA,NA,NA,NA,yes,Mendelay,"I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward,I wanted to benefit others by sharing my data",NA,other (write in),None,no,NA,NA,NA,NA,yes,I could have been scooped on other current or planned future research if I did,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences the strongest benefit,experiences strong benefit,experiences little benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strong obligation,strongeset obligation,strongeset obligation,little obligation,little obligation,strongeset obligation,little obligation,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
IP Address,100,620,TRUE,R_2Bu5CaPUfJx1z1Q,anonymous,EN,proceed,Agree,American Association of Physical Anthropologists,NA,paleoanthropology,NA,associate professor (tenured),NA,no,NA,NA,yes,sometimes,NA,Yes,I was able to do a research project much more quickly and less expensively (without having to travel or pay for as much data collection),NA,author sent me data directly,NA,NA,NA,NA,yes,NA,"I hoped to increase impact of my data (e.g., to generate data citations),satisfy my own personal/professional standards,I have benefited from others sharing data and wanted to pay it forward",NA,An independent researcher was able to confirm and build upon results of my study because I shared the data.,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences strong benefit,experiences the strongest benefit,experiences strong benefit,experiences the strongest benefit,NA,NA,strong obligation,strong obligation,strongeset obligation,strongeset obligation,strong obligation,strongeset obligation,strong obligation,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree
IP Address,21,92,FALSE,R_22mjFuVAyNdSVWq,anonymous,EN,proceed,Agree,ESHE--European Society for the study of Human Evolution,NA,paleoanthropology,NA,graduate student,NA,no,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,36,192,FALSE,R_4Hnzx0AbTPsPQn7,anonymous,EN,proceed,Agree,Paleoanthropology Society,NA,"paleoanthropology,primate behavior and ecology,other (write in)",Primate Life history,graduate student,NA,yes,"sex,sexuality,other (write in)",Disability and social class,I don't know,NA,NA,Yes,"Improved an ongoing study through data resources made accessible to me,I was able to design and execute a study that would not have been possible otherwise",NA,other (write in),NA,Published data points,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IP Address,46,150,FALSE,R_8vNjEmmJZeNNbrP,anonymous,EN,NA,Agree,ESHE--European Society for the study of Human Evolution,NA,paleoanthropology,NA,emeritus professor,NA,no,NA,NA,yes,yes,NA,No,NA,NA,NA,NA,NA,e. Other (write in),Not need,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
